fact_id,qid,name_a_dev,name_a_lat,name_b_dev,name_b_lat,dev_lang,relation_tier,relation_tier_num,name_b_dev_source,name_b_lat_source,generated_lat,occupation_qids,country_qids,review_method,corpus_batch,split,origin
q315626,Q315626,मनुएल आव्हिला कामाचो,Manuel Ávila Camacho,मनुएल अव्हिला कामाचो,Manuel Avila Camacho,mr,alias_observed,3,alias,alias,False,Q4991371|Q82955,Q96,same-QID observed-name provenance + lexical audit,extension,,foreign
q57559,Q57559,अॅना-लेना ग्रोनेफेल्ड,Anna-Lena Grönefeld,ऍना-लेना ग्रेनेफेल्ड,Anna-Lena Groenefeld,mr,alias_observed,3,alias,alias,False,Q10833314,Q183,same-QID observed-name provenance + lexical audit,extension,,foreign
q315665,Q315665,रिकार्दो ओसोरियो,Ricardo Osorio,रिकार्दो ओसोरियो मेंदोझा,Ricardo Osorio Mendoza,mr,alias_observed,3,alias,alias,False,Q937857,Q96,same-QID observed-name provenance + lexical audit,extension,,foreign
q487768,Q487768,ॲनातोली लार्किन,Anatoly Larkin,ऍनातोली इव्हानोविच लार्किन,Anatoly Ivanovich Larkin,mr,alias_observed,3,alias,alias,False,Q16742096|Q169470,Q15180|Q159|Q30,same-QID observed-name provenance + lexical audit,extension,,foreign
q55744,Q55744,विजय तेंडुलकर,Vijay Tendulkar,विजय धोंडोपंत तेंडूलकर,Vijay Dhondopant Tendulkar,mr,alias_observed,3,alias,alias,False,Q14467526|Q1930187|Q28389|Q333634|Q36180,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q159059,Q159059,ग्राफिते,Grafite,एदिनाल्दो बतिस्ता लिबानियो,Edinaldo Batista Libanio,mr,alias_observed,3,alias,alias,False,Q937857,Q155,same-QID observed-name provenance + lexical audit,extension,,foreign
q1652493,Q1652493,सुषमा स्वराज,Sushma Swaraj,सुषमा शर्मा,Sushama Sharma,mr,alias_observed,3,alias,alias,False,Q185351|Q40348|Q7330070|Q82955,Q668,same-QID observed-name provenance + lexical audit,extension,,native
q3518308,Q3518308,मोर्ने मॉर्केल,Morné Morkel,मॉर्ने मोर्केल,Morne Morkel,mr,alias_observed,3,alias,alias,False,Q12299841,Q258,same-QID observed-name provenance + lexical audit,extension,,foreign
q55745,Q55745,गोविंदराव टेंबे,Govindrao Tembe,गोविंद सदाशीव टेंबे,Govind Sadashiv Tembe,mr,alias_observed,3,alias,alias,False,Q10800557|Q2516866|Q28389|Q33999|Q36180|Q36834,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q3534041,Q3534041,रसेल आर्नोल्ड,Russel Arnold,रसेल प्रेमकुमारन् आर्नॉल्ड,Russel Premakumaran Arnold,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q179871,Q179871,ऐसाकु सातो,Eisaku Satō,ऐसाकु साटो,Eisaku Satou,mr,alias_observed,3,alias,alias,False,Q82955,Q17,same-QID observed-name provenance + lexical audit,extension,,foreign
q200812,Q200812,देओदोरो दा फॉन्सेका,Deodoro da Fonseca,मनुएल देओदोरो दा फॉन्सेका,Manuel Deodoro da Fonseca,mr,alias_observed,3,alias,alias,False,Q47064|Q82955,Q155,same-QID observed-name provenance + lexical audit,extension,,foreign
q34661,Q34661,गुस्टाफ क्लिम्ट,Gustav Klimt,गुस्ताव क्लिम्ट,Gust. Klimt,mr,alias_observed,3,alias,alias,False,Q1028181|Q107212688|Q15296811|Q1925963|Q2079935|Q20857490|Q5322166,Q131964|Q40|Q533534,same-QID observed-name provenance + lexical audit,extension,,foreign
q3531214,Q3531214,रवि रामपॉल,Ravi Rampaul,रविंद्रनाथ रामपॉल,Ravindranath Rampaul,mr,alias_observed,3,alias,alias,False,Q12299841,Q668,same-QID observed-name provenance + lexical audit,extension,,native
q133267,Q133267,लेव्ह लँडाउ,Lev Landau,लेव्ह डेव्हिडोविच लँडाउ,Lev Davidovich Landau,mr,alias_observed,3,alias,alias,False,Q15980158|Q1622272|Q169470|Q170790|Q19350898|Q205375,Q15180|Q206411|Q34266,same-QID observed-name provenance + lexical audit,extension,,foreign
q163225,Q163225,सोनिया गांधी,Soniya Gandhi,अनतोनियो ऎड्विगे अल्बिनो मॆय्नो,Antonia Edvige Albina Maino,mr,alias_observed,3,alias,alias,False,Q82955,Q38|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q188120,Q188120,योईचिरो नाम्बू,Yoichiro Nambu,योइचिरो नाम्बु,Yōichirō Nambu,mr,alias_observed,3,alias,alias,False,Q121594|Q1650915|Q169470|Q19350898,Q17|Q30,same-QID observed-name provenance + lexical audit,extension,,foreign
q26992,Q26992,स्टुअर्ट लॉ,Stuart Law,स्टुअर्ट ग्रँट लॉ,Stuart Grant Law,mr,alias_observed,3,alias,alias,False,Q12299841,Q408,same-QID observed-name provenance + lexical audit,extension,,foreign
q3528636,Q3528636,नजिमुद्दीन,Nazimuddin,मोहम्मद नजिमुद्दीन अहमद,Mohammed Nazimuddin Ahmed,mr,alias_observed,3,alias,alias,False,Q12299841,Q902,same-QID observed-name provenance + lexical audit,extension,,foreign
q42013,Q42013,अन्वर सदात,Anwar Sadat,मुहम्मद अनवर अल सादात,Muhammad Anwar el-Sadat,mr,alias_observed,3,alias,alias,False,Q1402561|Q189290|Q193391|Q30461|Q372436|Q42178|Q6051619|Q82955,Q124943|Q170468|Q3087763|Q370173|Q79,same-QID observed-name provenance + lexical audit,extension,,foreign
q60429,Q60429,चंद्रशेखर वेंकट रामन,Chandrasekhara Venkata Raman,सी वी रमन,Sir CV Raman,mr,alias_observed,3,alias,alias,False,Q15142825|Q1622272|Q169470,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q9570,Q9570,अमिताभ बच्चन,Amitabh Bachchan,बिग बी,Big B,mr,alias_observed,3,alias,alias,False,Q10798782|Q10800557|Q177220|Q3282637|Q33999|Q36180,Q145|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q128999,Q128999,होजे बुस्टामांटे इ रिव्हेरो,Jose Bustamante y Rivero,होजे लुइस बुस्टामांटे इ रिव्हेरो,Jose Luis Bustamante y Rivero,mr,alias_observed,3,alias,alias,False,Q1622272|Q16533|Q193391|Q40348|Q82955,Q419,same-QID observed-name provenance + lexical audit,extension,,foreign
q3529819,Q3529819,इलायजाह ओटियेनो असोयो,Elijah Otieno Asoyo,एलिजा ओटीनो,Elijah Otieno,mr,alias_observed,3,alias,label,False,Q12299841,Q114,same-QID observed-name provenance + lexical audit,extension,,foreign
q201866,Q201866,अलेक्सांद्र केर्झोकोव,Aleksandr Kerzhakov,अलेक्सांद्र अंतोलोविच केर्झकोव,Aleksandr Anatolyevich Kerzhakov,mr,alias_observed,3,alias,alias,False,Q628099|Q937857,Q159,same-QID observed-name provenance + lexical audit,extension,,foreign
q312722,Q312722,हॅरोल्ड होल्ट,Harold Holt,हॅरोल्ड एडवर्ड होल्ट,Harold Edward Holt,mr,alias_observed,3,alias,alias,False,Q2285706|Q40348|Q82955,Q408,same-QID observed-name provenance + lexical audit,extension,,foreign
q234814,Q234814,खालेदा झिया,Khaleda Zia,बेगम खालेदा झिया,Begum Khaleda Zia,mr,alias_observed,3,alias,alias,False,Q82955,Q129286|Q843|Q902,same-QID observed-name provenance + lexical audit,extension,,native
q3506475,Q3506475,राजनाथ,Rajnath,राजनाथ देव सिंह,Rajnath Dev Singh,mr,alias_observed,3,alias,alias,False,Q169470|Q82955,Q668,same-QID observed-name provenance + lexical audit,extension,,native
q191123,Q191123,लेव्हि श्कॉलनिक,Levi Shkolnik,लेवी एश्कोल,Levi Eshkol,mr,alias_observed,3,alias,label,False,Q82955,Q801,same-QID observed-name provenance + lexical audit,extension,,foreign
q219970,Q219970,मिखाइल यूझ्नी,Mikhail Youzhny,मिखाइल मिखाइलोविच यूझ्नी,Mikhail Mikhaylovich Yuzhny,mr,alias_observed,3,alias,alias,False,Q10833314,Q159,same-QID observed-name provenance + lexical audit,extension,,foreign
q349516,Q349516,ॲडम गिलख्रिस्ट,Adam Gilchrist,गिल्ली,Gilly,mr,alias_observed,3,alias,alias,False,Q12299841,Q408,same-QID observed-name provenance + lexical audit,extension,,foreign
q57655,Q57655,मोहम्मद बिन रशीद अल मक्तूम,Mohammed bin Rashid Al Maktoum,शेख मोहम्मद,Sheikh Mohammed,mr,alias_observed,3,alias,alias,False,Q43845|Q49757|Q82955,Q1852345|Q878,same-QID observed-name provenance + lexical audit,extension,,foreign
q2737023,Q2737023,चमिंडा वास,Chaminda Vaas,वर्णकुलसूर्य पटबेंडिगे उशांत जोसेफ चमिंडा वास,Warnakulasuriya Patabendige Ushantha Joseph Chaminda Vaas,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q55753,Q55753,शांता शेळके,Shanta Shelke,शांता जनार्दन शेळके,Shanta Janardan Shelke,mr,alias_observed,3,alias,alias,False,Q333634|Q36180|Q49757,Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q184261,Q184261,युरी झिर्कोव,Yuri Zhirkov,यूरी ज्हीर्कोव,Yury Zhirkov,mr,alias_observed,3,alias,alias,False,Q937857,Q159,same-QID observed-name provenance + lexical audit,extension,,foreign
q208104,Q208104,शावी अलोन्सो,Xabi Alonso,झाबी अलोन्सो,Xabier Alonso,mr,alias_observed,3,alias,alias,False,Q628099|Q937857,Q29,same-QID observed-name provenance + lexical audit,extension,,foreign
q3529948,Q3529948,सलिया अहंगामा,Saliya Ahangama,फ्रँकलिन सलिया अहंगामा,Franklyn Saliya Ahangama,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q212801,Q212801,सुझाना अरुंधती रॉय,Suzanna Arundhati Roy,अरुन्धती रॉय,Arundhati Roy,mr,alias_observed,3,alias,label,False,Q10800557|Q11499147|Q11774202|Q15253558|Q1930187|Q28389|Q33999|Q36180|Q6625963|Q69423232|Q73306227,Q668,same-QID observed-name provenance + lexical audit,extension,,native
q6653212,Q6653212,लिटन दास,Liton Das,लिटोन,Liton,mr,alias_observed,3,alias,alias,False,Q12299841,Q902,same-QID observed-name provenance + lexical audit,extension,,foreign
q635,Q635,क्लिओपात्रा,Cleopatra,क्लियोपैत्रा,Kleopatra,mr,alias_observed,3,alias,alias,False,Q116|Q2304859,Q2320005,same-QID observed-name provenance + lexical audit,extension,,foreign
q132345,Q132345,शिन्जो आबे,Shinzou Abe,शिन्झो आबे,Shinzo Abe,mr,alias_observed,3,alias,alias,False,Q82955,Q17,same-QID observed-name provenance + lexical audit,extension,,foreign
q207352,Q207352,अग्नियेझ्का राद्वान्स्का,Agnieszka Radwanska,अग्निएझ्का राद्वान्स्का,Agnieszka Radwańska,mr,alias_observed,3,alias,label,False,Q10833314,Q36,same-QID observed-name provenance + lexical audit,extension,,foreign
q310328,Q310328,आँद्रिय यार्मोलेंको,Andriy Yarmolenko,आँद्रिय मिकोलाविच यार्मोलेंको,Andriy Mykolayovych Yarmolenko,mr,alias_observed,3,alias,alias,False,Q937857,Q212,same-QID observed-name provenance + lexical audit,extension,,foreign
q332157,Q332157,शंकर दयाळ शर्मा,Shankar Dayal Sharma,शंकर दयाल शर्मा,Shanker Dayal Sharma,mr,alias_observed,3,alias,alias,False,Q40348|Q82955,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q3348218,Q3348218,हबीबुल बशर,Habibul Bashar,काझी हबीबुल बशर,Qazi Habibul Bashar,mr,alias_observed,3,alias,alias,False,Q12299841,Q902,same-QID observed-name provenance + lexical audit,extension,,foreign
q173540,Q173540,मार्गारेट मिचेल,Margaret Mitchell,मार्गारेट मनेर्लिन मिचेल,Margaret Munnerlyn Mitchell,mr,alias_observed,3,alias,alias,False,Q12144794|Q1930187|Q28389|Q36180|Q6625963,Q30,same-QID observed-name provenance + lexical audit,extension,,foreign
q295713,Q295713,लियाकत अली खान,Liaquat Ali Khan,नवाबजादा लियाकत अली खान,"Nawabzada Liaquat Ali Khan,",mr,alias_observed,3,alias,alias,False,Q193391|Q40348|Q82955,Q129286|Q843,same-QID observed-name provenance + lexical audit,extension,,native
q3351844,Q3351844,रिची रिचर्डसन,Richie Richardson,रिचर्ड बेन्जामिन रिचर्डसन,Richard Benjamin Richardson,mr,alias_observed,3,alias,alias,False,Q12299841,Q258,same-QID observed-name provenance + lexical audit,extension,,foreign
q8581,Q8581,सालादिन,Saladin,सलाहुद्दीन अय्यूबी,Saladin Ayyūbid,mr,alias_observed,3,alias,alias,False,Q132050|Q166382|Q43292|Q47064,,same-QID observed-name provenance + lexical audit,extension,,foreign
q3525505,Q3525505,रॉबर्ट हार्वे,Robert Harvey,रॉबर्ट ल्योन हार्वे,Robert Lyon Harvey,mr,alias_observed,3,alias,alias,False,Q12299841,Q258,same-QID observed-name provenance + lexical audit,extension,,foreign
q109397,Q109397,क्लाउडियो पिजार्रो,Claudio Pizarro,क्लॉडियो मिगेल पिसारो बोसियो,Claudio Miguel Pizarro Bosio,mr,alias_observed,3,alias,alias,False,Q937857,Q183|Q38|Q419,same-QID observed-name provenance + lexical audit,extension,,foreign
q19364,Q19364,आंद्रेस ग्वार्दादो,Andres Guardado,अँडेस गुर्डडो,Andrés Guardado,mr,alias_observed,3,alias,label,False,Q937857,Q29|Q96,same-QID observed-name provenance + lexical audit,extension,,foreign
q3058207,Q3058207,मोहम्मद युसुफ,Mohammad Yousuf,युसुफ युहाना,yousuf Youhana,mr,alias_observed,3,alias,alias,False,Q12299841,Q843,same-QID observed-name provenance + lexical audit,extension,,foreign
q319824,Q319824,चौधरी चरण सिंग,Chaudhuri Charan Singh,चौधरी चरण सिंह,Chaudhary Charan Singh,mr,alias_observed,3,alias,alias,False,Q2285706|Q82955,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q462445,Q462445,मार्कोस दानियेल,Marcos Daniel,मार्कोस दिनिझ दानियेल,Marcos Diniz Daniel,mr,alias_observed,3,alias,alias,False,Q10833314,Q155,same-QID observed-name provenance + lexical audit,extension,,foreign
q55757,Q55757,शिवाजी सावंत,Shivaji Sawant,शिवाजी गोविंद सावंत,Shivaji Govind Sawant,mr,alias_observed,3,alias,alias,False,Q214917|Q36180|Q6625963,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q334818,Q334818,काझी नजरूल इस्लाम,Kazi Nazrul Islam,दुखु मिया,Dukhu Mia,mr,alias_observed,3,alias,alias,False,Q15949613|Q177220|Q333634|Q36180|Q49757|Q4991371,Q129286|Q1775277|Q668|Q902,same-QID observed-name provenance + lexical audit,extension,,native
q52183,Q52183,शेख हसीना वाजेद,Sheikh Hasina Wazed,शेख हसीना,Sheikh Hasina,mr,alias_observed,3,alias,label,False,Q185351|Q36180|Q82955,Q843|Q902,same-QID observed-name provenance + lexical audit,extension,,foreign
q152052,Q152052,युसूफ रझा गिलानी,Yusuf Raza Gilani,युसूफ राजा गिलानी,Yousuf Raza Gillani,mr,alias_observed,3,alias,alias,False,Q1930187|Q82955,Q843,same-QID observed-name provenance + lexical audit,extension,,foreign
q160518,Q160518,गुस्ताफ डालेन,Gustaf Dalen,निल्स गुस्ताफ डालेन,Nils Gustaf Dalén,mr,alias_observed,3,alias,label,False,Q131524|Q169470|Q205375|Q2961975|Q593644|Q6606110|Q81096,Q34,same-QID observed-name provenance + lexical audit,extension,,foreign
q313956,Q313956,अनिल कपूर,Anil Kapoor,अनिल,anil,mr,alias_observed,3,alias,alias,False,Q10800557|Q28389|Q3282637|Q33999|Q47541952,Q668,same-QID observed-name provenance + lexical audit,extension,,native
q3348250,Q3348250,नईम इस्लाम,Naeem Islam,मोहम्मद नईम इस्लाम,Mohammad Naeem Islam,mr,alias_observed,3,alias,alias,False,Q12299841,Q902,same-QID observed-name provenance + lexical audit,extension,,foreign
q3528877,Q3528877,परवेज मीर,Parvez Mir,परवेज जमिल मीर,Parvez Jamil Mir,mr,alias_observed,3,alias,alias,False,Q12299841,Q843,same-QID observed-name provenance + lexical audit,extension,,foreign
q3348182,Q3348182,इमरुल केस,Imrul Kayes,इमरूल काय्से,Imrul Kayash,mr,alias_observed,3,alias,alias,False,Q12299841,Q902,same-QID observed-name provenance + lexical audit,extension,,foreign
q188939,Q188939,एमिलियो अग्विनाल्दो,Emilio Aguinaldo,एमिलियो अग्विनाल्दो इ फामी,Emilio Aguinaldo y Famy,mr,alias_observed,3,alias,alias,False,Q18814623|Q3242115|Q47064|Q82955,Q928,same-QID observed-name provenance + lexical audit,extension,,foreign
q3531141,Q3531141,मॉरीस ओमा,Morris Ouma,मौरीस ओमा,Maurice Ouma,mr,alias_observed,3,alias,alias,False,Q12299841,Q114,same-QID observed-name provenance + lexical audit,extension,,foreign
q179266,Q179266,जे. कृष्णमूर्ती,Jiddu Krishnamurti,जिद्दू कृष्णमूर्ती,Jiddu Krishnamurthy,mr,alias_observed,3,alias,alias,False,Q36180|Q4964182,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q28614,Q28614,गॅरी कास्पारोव्ह,Garry Kasparov,गॅरी किमोविच कास्पारोव्ह,Garry Kimovich Kasparov,mr,alias_observed,3,alias,alias,False,Q105269|Q10873124|Q1930187|Q2066131|Q36180|Q6430706|Q82955,Q15180|Q159|Q224,same-QID observed-name provenance + lexical audit,extension,,foreign
q350379,Q350379,सर्प्राईज मोरीरी,Surprise Moriri,सर्प्राइझ मोहलोमोलेंग मोरीरी,Surprise Mohlomolleng Moriri,mr,alias_observed,3,alias,alias,False,Q937857,Q258,same-QID observed-name provenance + lexical audit,extension,,foreign
q41244,Q41244,आँद्रे शेवचेन्को,Andriy Shevchenko,आँद्रे मायकोलायोविच शेवचेन्को,Andriy Mykolayovych Shevchenko,mr,alias_observed,3,alias,alias,False,Q10800557|Q111398859|Q628099|Q937857,Q212,same-QID observed-name provenance + lexical audit,extension,,foreign
q472623,Q472623,अरी बेह्न,Ari Behn,अरी मायकेल बेह्न,Ari Mikael Behn,mr,alias_observed,3,alias,alias,False,Q1028181|Q15949613|Q36180|Q483501,Q20|Q756617,same-QID observed-name provenance + lexical audit,extension,,foreign
q314714,Q314714,सियबाँग नोम्वेथे,Siyabonga Nomvethe,सियबाँगा युजीन नोम्वेथे,Siyabonga Eugene Nomvethe,mr,alias_observed,3,alias,alias,False,Q628099|Q937857,Q258,same-QID observed-name provenance + lexical audit,extension,,foreign
q1459699,Q1459699,व्हिक्टर युश्चेन्को,Viktor Yushchenko,व्हिक्टर अँद्रियोविच युश्चेन्को,Viktor Andriiovych Yushchenko,mr,alias_observed,3,alias,alias,False,Q188094|Q32947888|Q806798|Q82955,Q15180|Q212,same-QID observed-name provenance + lexical audit,extension,,foreign
q96012890,Q96012890,मामुनुल हक,Mamunul Haque,अल्लामा मामुनुल हक,Allama Mamunul Haq,mr,alias_observed,3,alias,alias,False,Q12859263|Q1607826|Q1622272|Q189459|Q82955,Q902,same-QID observed-name provenance + lexical audit,extension,,foreign
q160206,Q160206,एर्नान क्रेस्पो,Hernán Crespo,हेर्नान क्रेस्पो,Hernan Crespo,mr,alias_observed,3,alias,alias,False,Q628099|Q937857,Q38|Q414,same-QID observed-name provenance + lexical audit,extension,,foreign
q47059,Q47059,ऐश्वर्या राय,Aishwarya Rai,ऐश्वर्या राय बच्चन,Aishwarya Rai Bachchan,mr,alias_observed,3,alias,alias,False,Q10800557|Q18581305|Q33999|Q4610556,Q668,same-QID observed-name provenance + lexical audit,extension,,native
q130873,Q130873,मेनाकेम बेगिन,Menahem Begin,मेनाकेम वॉल्फोविच बेगिन,Menachem Volfovich Begin,mr,alias_observed,3,alias,alias,False,Q82955,Q34266|Q36|Q801,same-QID observed-name provenance + lexical audit,extension,,foreign
q193768,Q193768,सुलेमान अली मुंतारी,Suleyman Ali Muntari,सुली मुंतारी,Sulley Muntari,mr,alias_observed,3,alias,label,False,Q937857,Q117,same-QID observed-name provenance + lexical audit,extension,,foreign
q3348174,Q3348174,मुशफिकुर रहिम,Mushfiqur Rahim,मुशफिक़,Mushfiq,mr,alias_observed,3,alias,alias,False,Q12299841,Q902,same-QID observed-name provenance + lexical audit,extension,,foreign
q5522870,Q5522870,गॅरेथ हॉपकिन्स,Gareth Hopkins,गॅरेथ जेम्स हॉपकिन्स,Gareth James Hopkins,mr,alias_observed,3,alias,alias,False,Q12299841,Q664,same-QID observed-name provenance + lexical audit,extension,,foreign
q379157,Q379157,धर्मेंद्र,Dharmendra,धर्म सिंह देओल,Dharmendra Singh Deol,mr,alias_observed,3,alias,alias,False,Q10798782|Q10800557|Q2526255|Q3282637|Q33999|Q82955,Q129286|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q4800982,Q4800982,आर्टी डिक,Artie Dick,आर्थर एडवर्ड डिक,Arthur Edward Dick,mr,alias_observed,3,alias,alias,False,Q12299841,Q664,same-QID observed-name provenance + lexical audit,extension,,foreign
q192207,Q192207,अरबिंदो घोष,Aurobindo Ghosh,महर्षि अरविंद बाबू,Maharshi Aravind Babu,mr,alias_observed,3,alias,alias,False,Q116798465|Q11774202|Q121594|Q14467526|Q1607826|Q212238|Q2901587|Q3242115|Q333634|Q36180|Q4263842|Q484260|Q4964182|Q49757|Q7245047|Q82955,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q3530745,Q3530745,गयान विजेकून,Gayan Wijekoon,विजेकून मुदियांसेलागे गयान रम्यकुमारा,Wijekoon Mudiyanselage Gayan Ramyakumara,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q3530538,Q3530538,सजीव डि सिल्वा,Sajeewa de Silva,करुणकलगे सजीव चणक डि सिल्वा,Karunakalage Sajeewa Chanaka de Silva,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q7193054,Q7193054,मॉरिस ओडुम्बे,Maurice Odumbe,मॉरिस ओमोन्डी ओडुम्बे,Maurice Omondi Odumbe,mr,alias_observed,3,alias,alias,False,Q12299841,Q114,same-QID observed-name provenance + lexical audit,extension,,foreign
q365020,Q365020,अदोल्फो बॉतिस्ता,Adolfo Bautista,अडोल्फो बौटीस्ट,Bofo Bautista,mr,alias_observed,3,alias,alias,False,Q937857,Q96,same-QID observed-name provenance + lexical audit,extension,,foreign
q43729,Q43729,आंद्रेस इनिएस्ता लुहान,Andrés Iniesta Luján,अन्द्रेस इनिएस्ता,Andrés Iniesta,mr,alias_observed,3,alias,label,False,Q937857,Q29,same-QID observed-name provenance + lexical audit,extension,,foreign
q26825,Q26825,हिरोडोटस,Herodotus,हेरोडोटस,Herodotos,mr,alias_observed,3,alias,alias,False,Q1371378|Q201788|Q36180|Q82955|Q901402,Q5843680,same-QID observed-name provenance + lexical audit,extension,,foreign
q35314,Q35314,निकिता ख्रुश्चेव्ह,Nikita Khrushchev,ख्रुश्चेव,Khrushchov,mr,alias_observed,3,alias,alias,False,Q3242115|Q47064|Q82955,Q15180|Q2305208|Q34266,same-QID observed-name provenance + lexical audit,extension,,foreign
q207647,Q207647,सिफिवे शबलल,Siphiwe Tshabalala,लॉरेंस सिफिवे शबलल,Lawrence Siphiwe Tshabalala,mr,alias_observed,3,alias,alias,False,Q937857,Q258,same-QID observed-name provenance + lexical audit,extension,,foreign
q57155,Q57155,आडोल्फ आंडेर्सेन,Adolf Anderssen,कार्ल अर्न्स्ट आडोल्फ आंडेर्सेन,Karl Ernst Adolf Anderssen,mr,alias_observed,3,alias,alias,False,Q10873124|Q15980158|Q170790|Q2627699,Q27306,same-QID observed-name provenance + lexical audit,extension,,foreign
q3525425,Q3525425,हेन्री प्रॉम्नित्झ,Henry Promnitz,हेन्री लुई अर्नेस्ट प्रॉम्नित्झ,Henry Louis Ernest Promnitz,mr,alias_observed,3,alias,alias,False,Q12299841,Q258,same-QID observed-name provenance + lexical audit,extension,,foreign
q3525177,Q3525177,आल्विरो पीटरसन,Alviro Petersen,आल्विरो नेथन पीटरसन,Alviro Nathan Petersen,mr,alias_observed,3,alias,alias,False,Q12299841,Q258,same-QID observed-name provenance + lexical audit,extension,,foreign
q313870,Q313870,साकुरामाची,Sakuramachi,गो-साकुरामाची,Emperor Sakuramachi,mr,alias_observed,3,alias,alias,False,Q2304859,Q17|Q205662,same-QID observed-name provenance + lexical audit,extension,,foreign
q464932,Q464932,जया बच्चन,Jaya Bachchan,जया भादुड़ी,Jaya Bhaduri Bachchan,mr,alias_observed,3,alias,alias,False,Q10800557|Q33999|Q82955,Q668,same-QID observed-name provenance + lexical audit,extension,,native
q810026,Q810026,बेसिल डि'ऑलिव्हेरा,Basil D'Oliveira,बेसिल लुईस डि'ऑलिव्हेरा,Basil Lewis D'Oliveira,mr,alias_observed,3,alias,alias,False,Q12299841,Q145|Q258,same-QID observed-name provenance + lexical audit,extension,,foreign
q13116449,Q13116449,कासिम शेख,Qasim Sheikh,मोहम्मद कासिम शेख,Mohammad Qasim Sheikh,mr,alias_observed,3,alias,alias,False,Q12299841,Q843,same-QID observed-name provenance + lexical audit,extension,,foreign
q360927,Q360927,इरफान खान,Irfan Khan,साहबजादे इरफान अली खान,Sahabzade Irfan Ali Khan,mr,alias_observed,3,alias,alias,False,Q10798782|Q10800557|Q2259451|Q33999,Q668,same-QID observed-name provenance + lexical audit,extension,,native
q191799,Q191799,अलेक्झांडर पोपोव्ह,Aleksandr Popov,अलेक्झांडर स्टेपानोविच पोपोव्ह,Aleksandr Stepanovich Popov,mr,alias_observed,3,alias,alias,False,Q1231865|Q169470|Q205375|Q81096,Q159|Q34266,same-QID observed-name provenance + lexical audit,extension,,foreign
q1459658,Q1459658,व्हिक्तोर यानुकोव्हिच,Viktor Yanukovych,व्हिक्टर फेदोरोविच यानुकोविच,Viktor Fedorovych Yanukovych,mr,alias_observed,3,alias,alias,False,Q1569495|Q185351|Q188094|Q193391|Q81096|Q82955,Q15180|Q159|Q212,same-QID observed-name provenance + lexical audit,extension,,foreign
q3525482,Q3525482,अल्बी मॉर्केल,Albie Morkel,योहान्स आल्बर्टस मॉर्केल,Johannes Albertus Morkel,mr,alias_observed,3,alias,alias,False,Q12299841,Q258,same-QID observed-name provenance + lexical audit,extension,,foreign
q4802486,Q4802486,अरविंद कंडप्पा,Arvind Kandappah,अरविंद लक्ष्मण कंडप्पा,Arvindah Luxman Kandappah,mr,alias_observed,3,alias,alias,False,Q12299841,Q16|Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q33168,Q33168,के. चंद्रशेखर राव,K. Chandrashekar Rao,कलवकुंतला चंद्रशेखर राव,Kalvakuntla Chandrashekhar Rao,mr,alias_observed,3,alias,alias,False,Q482980|Q82955,Q668,same-QID observed-name provenance + lexical audit,extension,,native
q48410,Q48410,रिचर्ड गेर,Richard Gere,रिचर्ड टिफनी गेर,Richard Tiffany Gere,mr,alias_observed,3,alias,alias,False,Q10798782|Q10800557|Q1476215|Q2259451|Q2405480|Q2526255|Q3282637|Q33231|Q33999,Q30,same-QID observed-name provenance + lexical audit,extension,,foreign
q134068,Q134068,मियाँ मुहम्मद नवाझ शरीफ,Mian Muhammad Nawaz Sharif,नवाज़ शरीफ़,Nawaz Sharif,mr,alias_observed,3,alias,label,False,Q12299841|Q131524|Q2285706|Q40348|Q82955,Q145|Q843,same-QID observed-name provenance + lexical audit,extension,,foreign
q3519211,Q3519211,केविन ओ'ब्रायन,Kevin O'Brien,केव्हिन जोसेफ ओ'ब्रायन,Kevin Joseph O'Brien,mr,alias_observed,3,alias,alias,False,Q12299841,Q664,same-QID observed-name provenance + lexical audit,extension,,foreign
